audio_path,duration,text,subject_id,utt_id,accent,source_split_file
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001364.wav,3.024,HE FOUND THE TOILET OCCUPIED,sample-00,sample-001364,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001380.wav,2.184,I SHOULDN'T HAVE DONE THAT,sample-00,sample-001380,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001416.wav,3.576,IT MUST HAVE FALLEN WHILE I WAS SITTING OVER THERE,sample-00,sample-001416,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001428.wav,4.368,SO IT'S BETTER TO LISTEN TO WHAT IT HAS TO SAY,sample-00,sample-001428,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001463.wav,3.144,SHE SUPPORTS A MOTHER AND TWO KIDS,sample-00,sample-001463,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001464.wav,3.912,OUR DEADLINE IS COMING UP RAPIDLY AND WE WILL NEED HELP,sample-00,sample-001464,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001469.wav,2.784,THE HYDROGEN GAS ESCAPED,sample-00,sample-001469,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001501.wav,3.696,THIS IS A TRICK TO GET YOUR SYMPATHY,sample-00,sample-001501,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001539.wav,1.584,THAT'S A LOT OF GOLD,sample-00,sample-001539,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001546.wav,3.744,SOME OF THE GREY ASH WAS FALLING OFF THE CIRCULAR EDGE,sample-00,sample-001546,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001576.wav,4.992,SCATTERED GROUPS OF PEOPLE WERE HURRYING FROM THE DIRECTION OF WOKING,sample-00,sample-001576,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001606.wav,2.808,WHAT'S YOUR NAME HE ASKED,sample-00,sample-001606,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001632.wav,7.056,HE HAD NEVER IMAGINED THAT QUESTIONS ABOUT LIFE WOULD BE OF SUCH IMPORTANCE TO A SHEPHERD,sample-00,sample-001632,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001652.wav,4.656,DON'T YOU KNOW THERE ARE NINE JOBS WAITING FOR THIS GUY,sample-00,sample-001652,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001661.wav,3.528,THE BOY AWOKE BEFORE DAWN,sample-00,sample-001661,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001664.wav,2.304,LOOK AT THE BOTTLE YOU TOOK THE POWDER FROM,sample-00,sample-001664,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001678.wav,4.128,I'M GETTING THEM FOR TWELVE DOLLARS A NIGHT,sample-00,sample-001678,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001697.wav,2.664,FIFTY BUCKS AIN'T GOING TO RUIN ME,sample-00,sample-001697,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001700.wav,2.736,WE'RE A DIFFERENT WORLD,sample-00,sample-001700,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001705.wav,3.312,AMY'S A GENIUS AT RESEARCH,sample-00,sample-001705,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001753.wav,5.04,THE CAMEL DRIVER WAS NOT A FIGHTER AND HE HAD CONSULTED WITH SEERS,sample-00,sample-001753,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001766.wav,2.76,THERE WAS NO EXCUSE FOR GOODMAN TO FLY OFF THE HANDLE,sample-00,sample-001766,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001778.wav,3.024,EVERYBODY KNOWS YOU'RE A SWEETHEART,sample-00,sample-001778,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001805.wav,3.288,THE LONDONERS REGRETTED VISITING THIS AWFUL PLACE,sample-00,sample-001805,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001808.wav,5.472,I'M GOING TO HATE THOSE WHO HAVE FOUND THEIR TREASURE BECAUSE I NEVER FOUND MINE,sample-00,sample-001808,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001817.wav,3.0,THAT FLORESCENT PINK COLOUR IS HURTING MY EYES,sample-00,sample-001817,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001841.wav,4.848,I'M GETTING MARRIED TOMORROW,sample-00,sample-001841,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001874.wav,3.504,THOSE GANGSTERS GET WHAT THEY DESERVE,sample-00,sample-001874,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001877.wav,6.888,THE WOMAN WAS SILENT FOR SOME TIME,sample-00,sample-001877,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001904.wav,5.76,ONE CAN IMAGINE THESE TWO COVERED WITH SAND RUNNING UP THE LITTLE STREET IN THE BRIGHT SUNLIGHT,sample-00,sample-001904,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001916.wav,3.336,MY MIND RAN ON THE POSSIBILITIES OF ITS CONTENT,sample-00,sample-001916,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001920.wav,5.76,HUNDREDS MUST HAVE SEEN IT AND TAKEN IT FOR A FALLING STAR,sample-00,sample-001920,british,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001939.wav,3.384,FELLER RUNS THE FEBRUARY MONTHS,sample-00,sample-001939,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001949.wav,3.096,WHAT'S THE FIFTH OBLIGATION THE BOY ASKED,sample-00,sample-001949,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001963.wav,5.448,WITH THIS KIND OF ORGANIZATION I FIND IT'S MUCH EASIER TO PRIORITIZE WITHIN A CATEGORY,sample-00,sample-001963,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001984.wav,2.136,WHY A REVOLVER HE ASKED,sample-00,sample-001984,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001986.wav,2.904,THIS TIME WE'RE GOING TO GET IT RIGHT,sample-00,sample-001986,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002010.wav,3.048,THE ONLY SHADOW WAS THAT OF THE FEW SCATTERED PINE TREES,sample-00,sample-002010,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002042.wav,2.424,I LOCKED EYES WITH A FISH IN THE TANK,sample-00,sample-002042,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002055.wav,4.104,AND IF YOU IMPROVE ON THE PRESENT WHAT COMES LATER WILL ALSO BE BETTER,sample-00,sample-002055,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002059.wav,5.256,REINDEER AND ANTELOPES ARE MISSING IN YOUR TAXONOMY OF ANIMALS,sample-00,sample-002059,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002061.wav,4.824,THE HUNTER WAS ALERTED BY THE SOUND OF RUSTLING VEGETATION BEHIND HER,sample-00,sample-002061,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002097.wav,3.816,THEY BECOME THE SOUL O F THE WORLD,sample-00,sample-002097,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002102.wav,7.104,IT SPREAD THROUGH THE PLANET'S ATMOSPHERE AND OBSCURED ITS MORE FAMILIAR FEATURES,sample-00,sample-002102,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002123.wav,4.944,THE SAME HAND THAT HAD BRANDISHED THE SWORD NOW HELD A WHIP,sample-00,sample-002123,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002173.wav,1.824,I WANT TO LOOK AT MY FLOWER,sample-00,sample-002173,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002177.wav,5.424,WHEN THE BLINDING DUST HAD SETTLED A BIT THE BOY TREMBLED AT WHAT HE SAW,sample-00,sample-002177,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002212.wav,3.624,I WAITED ALL AFTERNOON AND EVENING HE SAID,sample-00,sample-002212,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002217.wav,2.424,I NOTICED THAT THE BOY ANSWERED,sample-00,sample-002217,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002225.wav,3.816,IT HAD A DIAMETER OF ABOUT THIRTY YARDS,sample-00,sample-002225,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002230.wav,5.568,THE BOY TOLD HIM THEN THAT HE NEEDED TO GET TO THE PYRAMIDS,sample-00,sample-002230,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002235.wav,2.784,IT WAS VERY HARD FOR HER TO FOCUS,sample-00,sample-002235,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002281.wav,4.944,THE BOY LAUGHED OUT OF HAPPINESS,sample-00,sample-002281,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002305.wav,4.728,YOU MUST NOT LET UP EVEN AFTER HAVING COME SO FAR HE CONTINUED,sample-00,sample-002305,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002314.wav,2.304,MY CHINCHILLA EATS BREAD,sample-00,sample-002314,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002337.wav,3.144,A LARGE PORTION OF THE CYLINDER HAD BEEN UNCOVERED,sample-00,sample-002337,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002348.wav,6.6,HE FELT WEIGHTED DOWN BY THE CENTURIES OF TIME SINCE THE PYRAMIDS HAD BEEN BUILT,sample-00,sample-002348,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002351.wav,4.392,AND ONE OR TWO PERSONS WERE RETURNING,sample-00,sample-002351,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002363.wav,2.832,NO ONE SEEMED TO HAVE THOUGHT ABOUT IT THAT NIGHT,sample-00,sample-002363,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002367.wav,2.784,THEN GET OUT OF HERE,sample-00,sample-002367,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002385.wav,3.984,IT'S NO MIRACLE BECAUSE I SEE IT HAPPEN ONCE EVERY YEAR,sample-00,sample-002385,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002388.wav,3.336,TRY TO FIX THAT FISSURE WITH GLUE,sample-00,sample-002388,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002438.wav,2.808,THEN IT WAS THE RADIO,sample-00,sample-002438,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002466.wav,2.832,THE CUP HANDLE HAS BROKEN,sample-00,sample-002466,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002483.wav,5.352,THE NEXT DAY THE BOY RETURNED TO THE WELL HOPING TO SEE THE GIRL,sample-00,sample-002483,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002495.wav,3.984,TURNING OFF GADGETS THAT ARE NOT IN USE CAN SAVE A LOT OF ENERGY,sample-00,sample-002495,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002515.wav,3.816,FOR THAT PRICE YOU MIGHT AS WELL GET THE BRAND NAME CORDLESS DRILL,sample-00,sample-002515,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002522.wav,3.864,THE MONK LAUGHED WHEN HE SAW ME COME BACK IN TATTERS,sample-00,sample-002522,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002540.wav,4.008,IT HAS HAPPENED MANY TIMES BEFORE,sample-00,sample-002540,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002554.wav,2.304,SUN IS BETTER THAN RAIN,sample-00,sample-002554,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002592.wav,4.464,IT WAS DROPPING OFF IN FLAKES AND RAINING DOWN ON THE SAND,sample-00,sample-002592,british,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002605.wav,6.0,MANY PEOPLE IN BERKSHIRE SURREY AND MIDDLESEX MUST HAVE SEEN IT,sample-00,sample-002605,british,test.csv
