accent,age_english_onset,age_sex,audio_url,birth_place,english_learning_method,local_audio_path,native_language,other_languages,speaker_url,years_in_english_country
russian,10,"26, male",https://accent.gmu.edu/soundtracks/russian13.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian13.mp3,russian,french spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=472,
russian,18,"33, male",https://accent.gmu.edu/soundtracks/russian14.mp3,"pskov, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian14.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=609,
russian,12,"34, female",https://accent.gmu.edu/soundtracks/russian15.mp3,"ayaguz, kazakhstan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian15.mp3,russian,belarusan,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=647,
russian,11,"35, male",https://accent.gmu.edu/soundtracks/russian16.mp3,"minsk, belarus",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian16.mp3,russian,belarusan polish french german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=648,
russian,18,"37, male",https://accent.gmu.edu/soundtracks/russian17.mp3,"pskov, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian17.mp3,russian,spanish portuguese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=671,
russian,13,"23, male",https://accent.gmu.edu/soundtracks/russian18.mp3,"komsomolsk-on-amur, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian18.mp3,russian,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=831,
russian,17,"40, male",https://accent.gmu.edu/soundtracks/russian19.mp3,"zhezkazgan, kazakhstan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian19.mp3,russian,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=834,
russian,17,"28, female",https://accent.gmu.edu/soundtracks/russian20.mp3,"kostanai, kazakhstan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian20.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=911,
russian,10,"46, female",https://accent.gmu.edu/soundtracks/russian21.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian21.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=954,
russian,11,"30, male",https://accent.gmu.edu/soundtracks/russian22.mp3,"riga, latvia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian22.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=994,
russian,5,"21, female",https://accent.gmu.edu/soundtracks/russian23.mp3,"zaporizhzhya, ukraine",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian23.mp3,russian,ukrainian spanish german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1057,
russian,19,"33, female",https://accent.gmu.edu/soundtracks/russian24.mp3,"sochi, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian24.mp3,russian,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1073,
russian,41,"58, female",https://accent.gmu.edu/soundtracks/russian25.mp3,"orhei, moldova",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian25.mp3,russian,ukrainian romanian french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1096,
russian,17,"23, female",https://accent.gmu.edu/soundtracks/russian26.mp3,"chisinau, moldova",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian26.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1097,
russian,14,"21, male",https://accent.gmu.edu/soundtracks/russian27.mp3,"moscow, russia",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian27.mp3,russian,ukrainian polish german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1191,
russian,11,"25, female",https://accent.gmu.edu/soundtracks/russian28.mp3,"minsk, belarus",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian28.mp3,russian,french german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1198,
russian,6,"21, male",https://accent.gmu.edu/soundtracks/russian29.mp3,"chisinau, moldova",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian29.mp3,russian,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1254,
russian,12,"18, male",https://accent.gmu.edu/soundtracks/russian30.mp3,"stavropol, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian30.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1279,
russian,4,"21, male",https://accent.gmu.edu/soundtracks/russian31.mp3,"tallinn, estonia",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian31.mp3,russian,estonian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1311,
russian,14,"31, female",https://accent.gmu.edu/soundtracks/russian32.mp3,"kiev, ukraine",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian32.mp3,russian,ukrainian french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1314,
russian,17,"24, female",https://accent.gmu.edu/soundtracks/russian33.mp3,"karaganda, kazakhstan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian33.mp3,russian,kazakh,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1317,
russian,15,"19, male",https://accent.gmu.edu/soundtracks/russian34.mp3,"vladivostok, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian34.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1407,
russian,16,"27, male",https://accent.gmu.edu/soundtracks/russian35.mp3,"dresden, germany",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian35.mp3,russian,ukrainian german dutch french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1467,
russian,20,"25, male",https://accent.gmu.edu/soundtracks/russian36.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian36.mp3,russian,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1518,
russian,10,"31, male",https://accent.gmu.edu/soundtracks/russian37.mp3,"st. petersburg, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian37.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1523,
russian,18,"84, male",https://accent.gmu.edu/soundtracks/russian38.mp3,"gomel, belarus",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian38.mp3,russian,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1708,
russian,5,"25, female",https://accent.gmu.edu/soundtracks/russian39.mp3,"brooklyn, new york, usa",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian39.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1750,
russian,8,"23, female",https://accent.gmu.edu/soundtracks/russian40.mp3,"bishkek, kyrgyzstan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian40.mp3,russian,mandarin turkish arabic mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1774,
russian,10,"30, female",https://accent.gmu.edu/soundtracks/russian41.mp3,"nizhni novgorod, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian41.mp3,russian,german turkish japanese latin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1844,
russian,4,"24, female",https://accent.gmu.edu/soundtracks/russian42.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian42.mp3,russian,spanish french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1924,
russian,8,"27, female",https://accent.gmu.edu/soundtracks/russian43.mp3,"st. petersburg, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian43.mp3,russian,arabic,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1932,
russian,6,"29, female",https://accent.gmu.edu/soundtracks/russian44.mp3,"penza, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian44.mp3,russian,german spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1947,
russian,14,"68, female",https://accent.gmu.edu/soundtracks/russian45.mp3,"st. petersburg, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian45.mp3,russian,classical greek latin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2027,
russian,7,"24, female",https://accent.gmu.edu/soundtracks/russian46.mp3,"perm, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian46.mp3,russian,french german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2105,
russian,6,"26, female",https://accent.gmu.edu/soundtracks/russian47.mp3,"saransk, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian47.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2107,
russian,6,"29, female",https://accent.gmu.edu/soundtracks/russian48.mp3,"fergana, uzbekistan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian48.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2137,
russian,5,"30, female",https://accent.gmu.edu/soundtracks/russian49.mp3,"novosibirsk, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian49.mp3,russian,spanish italian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2224,
russian,42,"57, female",https://accent.gmu.edu/soundtracks/russian50.mp3,"st. petersburg, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian50.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2231,
russian,7,"49, female",https://accent.gmu.edu/soundtracks/russian51.mp3,"baku, azerbaijan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian51.mp3,russian,azerbaijani,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2273,
russian,8,"23, male",https://accent.gmu.edu/soundtracks/russian52.mp3,"saky, ukraine",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian52.mp3,russian,ukrainian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2369,
russian,7,"32, female",https://accent.gmu.edu/soundtracks/russian53.mp3,"st. petersburg, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian53.mp3,russian,italian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2546,
russian,5,"19, female",https://accent.gmu.edu/soundtracks/russian54.mp3,"novosibirsk, russia",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian54.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2593,
russian,9,"33, female",https://accent.gmu.edu/soundtracks/russian55.mp3,"poltava, ukraine",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian55.mp3,russian,ukrainian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2617,
russian,25,"60, female",https://accent.gmu.edu/soundtracks/russian56.mp3,"moscow, russia",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian56.mp3,russian,french polish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2620,
russian,17,"40, male",https://accent.gmu.edu/soundtracks/russian57.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian57.mp3,russian,german arabic,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2621,
russian,12,"45, male",https://accent.gmu.edu/soundtracks/russian58.mp3,"moscow, russia",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian58.mp3,russian,spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2622,
russian,15,"63, female",https://accent.gmu.edu/soundtracks/russian59.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian59.mp3,russian,czech slovak,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2623,
russian,7,"30, male",https://accent.gmu.edu/soundtracks/russian60.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian60.mp3,russian,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2624,
russian,7,"24, female",https://accent.gmu.edu/soundtracks/russian61.mp3,"belgorod, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian61.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2625,
russian,7,"23, female",https://accent.gmu.edu/soundtracks/russian62.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian62.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2626,
russian,7,"45, male",https://accent.gmu.edu/soundtracks/russian63.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian63.mp3,russian,ukrainian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2627,
russian,12,"20, female",https://accent.gmu.edu/soundtracks/russian64.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian64.mp3,russian,spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2628,
russian,6,"21, male",https://accent.gmu.edu/soundtracks/russian65.mp3,"kiev, ukraine",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian65.mp3,russian,ukrainian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2629,
russian,19,"23, female",https://accent.gmu.edu/soundtracks/russian66.mp3,"kandalaksha, murmanskaya, russia",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian66.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2631,
russian,10,"31, male",https://accent.gmu.edu/soundtracks/russian67.mp3,"kirov, kirovskaya, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian67.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2632,
russian,9,"30, male",https://accent.gmu.edu/soundtracks/russian68.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian68.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2633,
russian,5,"22, female",https://accent.gmu.edu/soundtracks/russian69.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian69.mp3,russian,spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2634,
russian,10,"30, male",https://accent.gmu.edu/soundtracks/russian70.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian70.mp3,russian,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2635,
russian,6,"33, male",https://accent.gmu.edu/soundtracks/russian71.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian71.mp3,russian,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2636,
russian,7,"21, female",https://accent.gmu.edu/soundtracks/russian72.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian72.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2639,
russian,7,"29, female",https://accent.gmu.edu/soundtracks/russian73.mp3,"moscow, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian73.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2641,
russian,9,"31, female",https://accent.gmu.edu/soundtracks/russian74.mp3,"st. petersburg, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian74.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2642,
russian,10,"20, female",https://accent.gmu.edu/soundtracks/russian75.mp3,"savasleyka, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian75.mp3,russian,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2644,
russian,16,"21, female",https://accent.gmu.edu/soundtracks/russian76.mp3,"krasnoyarsk, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian76.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2659,
russian,24,"36, female",https://accent.gmu.edu/soundtracks/russian77.mp3,"novokuznetsk, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian77.mp3,russian,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2717,
russian,18,"38, female",https://accent.gmu.edu/soundtracks/russian78.mp3,"rostov na donu, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian78.mp3,russian,ukrainian spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2722,
russian,24,"49, female",https://accent.gmu.edu/soundtracks/russian79.mp3,"krasnodar, russia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian79.mp3,russian,ukrainian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2739,
russian,5,"25, female",https://accent.gmu.edu/soundtracks/russian80.mp3,"mykolayiv, ukraine",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian80.mp3,russian,ukrainian german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2870,
russian,6,"23, male",https://accent.gmu.edu/soundtracks/russian81.mp3,"kiev, ukraine",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian81.mp3,russian,ukrainian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2931,
russian,20,"47, female",https://accent.gmu.edu/soundtracks/russian82.mp3,"riga, latvia",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/russian/russian82.mp3,russian,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=3026,
