source_id,source_archive,accent_or_region,speaker_id,source_filename_or_audio,preserved_audio_or_file_path,source_gender_or_sex_label,source_label_type,gender_identity_folder_used,classification_basis,age,birth_place,native_language,other_languages,english_learning_method,english_residence,country,file_missing,subset,minutes,reader_name
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1582,mandarin38.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin38.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,33,"changsha, hunan, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1583,mandarin39.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin39.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,24,"tie ling, liaoning, china",mandarin,russian,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1615,mandarin41.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin41.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,34,"songyuan, jilin, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1616,mandarin42.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin42.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,47,"yanbian, jilin, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1617,mandarin43.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin43.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,24,"datong, shanxi, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1631,mandarin45.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin45.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,42,"beijing, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1636,mandarin46.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin46.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,43,"jilin city, jilin, china",mandarin,arabic,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1644,mandarin47.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin47.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,28,"beijing, china",mandarin,japanese french,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1793,mandarin52.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin52.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,26,"shaoxing, zhejiang, china",mandarin,japanese,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1817,mandarin53.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin53.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,38,"ningbo, zhejiang, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1900,mandarin54.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin54.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,25,"chengdu, sichuan, china",mandarin,japanese,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1909,mandarin55.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin55.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,25,"loudi, hunan, china",mandarin,japanese spanish,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1910,mandarin56.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin56.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,26,"baoding, hebei, china",mandarin,korean thai,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2019,mandarin59.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin59.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20,"kunming, yunnan, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2109,mandarin60.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin60.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,41,"guiyang, guizhou, china",mandarin,cantonese,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2116,mandarin61.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin61.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,33,"shangrao, jiangxi, china",mandarin,cantonese,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2129,mandarin64.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin64.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,24,"fuzhou, fujian, china",mandarin,min dong,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2173,mandarin65.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin65.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20,"tianjin, hebei, china",mandarin,french,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2252,mandarin66.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin66.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22,"shanghai, china",mandarin,spanish,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2291,mandarin70.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin70.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21,"shanghai, china",mandarin,japanese,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2294,mandarin71.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin71.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20,"chengdu, sichuan, china",mandarin,french,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2306,mandarin72.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin72.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22,"taichung, taiwan",mandarin,taiwanese,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2319,mandarin73.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin73.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,27,"chengdu, sichuan, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2355,mandarin77.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin77.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20,"jingjiang, jiangsu, china",mandarin,german,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2360,mandarin78.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin78.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20,"ganzhou, jiangxi, china",mandarin,japanese korean,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2365,mandarin79.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin79.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,19,"johor bahru, malaysia",mandarin,malay hokkien cantonese korean japanese,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2414,mandarin81.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin81.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22,"suzhou, jiangsu, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2418,mandarin82.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin82.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,23,"wuhai, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2419,mandarin83.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin83.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,26,"zhengzhou, henan, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2420,mandarin84.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin84.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,24,"zhengzhou, henan, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2421,mandarin85.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin85.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,23,"changsha, hunan, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2423,mandarin86.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin86.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22,"shenyang, liaoning, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2435,mandarin87.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin87.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22,"lanzhou, gansu, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2469,mandarin92.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin92.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,23,"huai'an, jiangsu, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2474,mandarin93.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin93.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22,"xi'an, shanxi, china",mandarin,french,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2483,mandarin95.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin95.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,29,"yangxin, hubei, china",mandarin,arabic,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2494,mandarin96.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin96.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,27,"qingdao, shandong, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2523,mandarin97.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin97.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,28,"jiujiang, jiangxi, china",mandarin,none,academic,,,,,,
GMU_Accent_Classification,Accent-Classification--GMU-Speech-Accent-Archive--main (1).zip,mandarin,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2524,mandarin98.mp3,01_ACCENT_REGION_ATLAS/Mandarin/GMU_Accent_Classification/Ch24__data__mandarin__mandarin98.mp3,female,age_sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,25,"nanchang, jiangxi, china",mandarin,none,academic,,,,,,
