source_package,source_alias,type,original_vocal_atlas_path,new_combined_atlas_path,bytes
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/tools.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/d807ec85a96a__tools.py,15742
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voice.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/823ea6266e84__voice.py,7361
JARVIS-ChatGPT-main_1,JARVIS,audio,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voices/default.wav,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Audio/70fb8c605aa8__default.wav,14643368
JARVIS-ChatGPT-main_1,JARVIS,audio,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voices/friday_en.wav,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Audio/cb3f3ec3e7cf__friday_en.wav,9947990
JARVIS-ChatGPT-main_1,JARVIS,audio,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voices/ironman_it.mp3,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Audio/b4e6cc8608ba__ironman_it.mp3,529900
JARVIS-ChatGPT-main_1,JARVIS,audio,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voices/ironman_it_2.mp3,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Audio/15d3ddcf9b45__ironman_it_2.mp3,628077
JARVIS-ChatGPT-main_1,JARVIS,audio,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voices/ironman_it_3.mp3,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Audio/2a38603ca4a7__ironman_it_3.mp3,598125
JARVIS-ChatGPT-main_1,JARVIS,audio,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voices/ironman_it_4.mp3,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Audio/57640d026380__ironman_it_4.mp3,496265
JARVIS-ChatGPT-main_1,JARVIS,audio,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voices/ironman_it_5.mp3,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Audio/9535c6b592a4__ironman_it_5.mp3,426466
JARVIS-ChatGPT-main_1,JARVIS,audio,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/voices/jarvis_en.wav,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Audio/2d7ee08d1ba8__jarvis_en.wav,14643368
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/Assistant/webui.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/e3ea86dd6682__webui.py,2522
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/BootJARVIS.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/2d4e119e23c3__BootJARVIS.pdf,236340
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/LICENSE,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/e0df80633ffa__LICENSE,1075
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/README.md,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/7ab6f23d2120__README.md,17465
JARVIS-ChatGPT-main_1,JARVIS,data,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/.models.json,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Data/e505f069c773__.models.json,37241
JARVIS-ChatGPT-main_1,JARVIS,other,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/VERSION,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Other/2d1a508efbc4__VERSION,7
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/__init__.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/ea81540b4f66____init__.py,156
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/__pycache__/__init__.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/9678c8274e7d____init__.cpython-37.pyc,341
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/__pycache__/api.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/648b7919af9b__api.cpython-37.pyc,12649
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/__pycache__/model.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/a7bf6a849bc6__model.cpython-37.pyc,2564
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/api.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/bdf23344daf8__api.py,13695
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/__init__.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/64b55877f075____init__.py,0
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/collect_env_info.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/73c3ffc0970a__collect_env_info.py,1067
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/compute_attention_masks.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/ed9f77ea9d22__compute_attention_masks.py,6256
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/compute_embeddings.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/ff454abd0bce__compute_embeddings.py,6804
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/compute_statistics.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/ece32cc09b1f__compute_statistics.py,3175
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/eval_encoder.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/4d731137cf41__eval_encoder.py,3127
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/extract_tts_spectrograms.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/b6abb87bca0d__extract_tts_spectrograms.py,9402
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/find_unique_chars.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/a716c44ed733__find_unique_chars.py,1486
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/find_unique_phonemes.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/76cb38d00bba__find_unique_phonemes.py,2534
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/remove_silence_using_vad.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/86fb3720f0d4__remove_silence_using_vad.py,3320
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/resample.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/defcaf30098d__resample.py,2776
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/synthesize.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/a1173987ff81__synthesize.py,13412
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/train_encoder.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/338b2ed70260__train_encoder.py,11906
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/train_tts.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/a8554ee5b91e__train_tts.py,2282
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/train_vocoder.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/65a159f5140f__train_vocoder.py,2657
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/bin/tune_wavegrad.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/37780257e48e__tune_wavegrad.py,3732
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/config/__init__.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/bcdcec381b7f____init__.py,4268
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/config/__pycache__/__init__.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/5819b11e248b____init__.cpython-37.pyc,4000
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/config/__pycache__/shared_configs.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/dee9676fa14f__shared_configs.cpython-37.pyc,9533
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/config/shared_configs.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/c345e761f263__shared_configs.py,9849
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/README.md,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/edec325fa744__README.md,1340
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/__init__.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/0ef6c50c7386____init__.py,0
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/__pycache__/__init__.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/383c5b12a33f____init__.cpython-37.pyc,163
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/__pycache__/losses.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/c69fdfde29c4__losses.cpython-37.pyc,7882
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/configs/__pycache__/base_encoder_config.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/56d4de3b049a__base_encoder_config.cpython-37.pyc,2582
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/configs/__pycache__/speaker_encoder_config.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/f0f2f7f506f9__speaker_encoder_config.cpython-37.pyc,675
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/configs/base_encoder_config.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/7b3535f444c9__base_encoder_config.py,1851
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/configs/emotion_encoder_config.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/18c9d57eb752__emotion_encoder_config.py,348
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/configs/speaker_encoder_config.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/952f68239e1b__speaker_encoder_config.py,306
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/dataset.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/e47412dd669e__dataset.py,5022
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/losses.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/44075990243d__losses.py,8160
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/models/__pycache__/base_encoder.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/5bd4285642e8__base_encoder.cpython-37.pyc,4479
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/models/__pycache__/lstm.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/81d00eedf7bd__lstm.cpython-37.pyc,3585
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/models/__pycache__/resnet.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/a86aeee3a15c__resnet.cpython-37.pyc,5798
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/models/base_encoder.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/2d03a0a88351__base_encoder.py,5472
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/models/lstm.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/510dc1d55c78__lstm.py,3375
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/models/resnet.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/66e54b235ded__resnet.py,6552
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/requirements.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/97dc2b3cd3a7__requirements.txt,25
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/utils/__init__.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/8fe71891d4e5____init__.py,0
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/utils/__pycache__/__init__.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/e947f0ad9471____init__.cpython-37.pyc,169
JARVIS-ChatGPT-main_1,JARVIS,cache,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/utils/__pycache__/generic_utils.cpython-37.pyc,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Cache/2129706f9140__generic_utils.cpython-37.pyc,5006
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/utils/generic_utils.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/6d46c1f93e54__generic_utils.py,6853
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/utils/io.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/33bc6e23b45d__io.py,1360
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/utils/prepare_voxceleb.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/c65677df56d1__prepare_voxceleb.py,8758
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/utils/training.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/928d59fa02f4__training.py,4059
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/encoder/utils/visual.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/672d5782ea49__visual.py,1321
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/model.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/13180147f117__model.py,2062
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/server/README.md,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/7e0473cf814b__README.md,1075
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/server/__init__.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/65e1e726d055____init__.py,0
JARVIS-ChatGPT-main_1,JARVIS,data,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/server/conf.json,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Data/f9d0c9de0b94__conf.json,456
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/server/server.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/d442e4330af3__server.py,8414
JARVIS-ChatGPT-main_1,JARVIS,images,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/server/static/coqui-log-green-TTS.png,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Images/e09633e7fa08__coqui-log-green-TTS.png,61564
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/server/templates/details.html,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/018451fbd571__details.html,2578
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/TTS/server/templates/index.html,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/4286dbff0dde__index.html,5870
